Material Type,Machine Type,Output Quality,Temperature at Step 1 (°C),Pressure at Step 1 (bar),Processing Time at Step 1 (seconds),Temperature at Step 2 (°C),Pressure at Step 2 (bar),Processing Time at Step 2 (seconds),Temperature at Step 3 (°C),Pressure at Step 3 (bar),Processing Time at Step 3 (seconds),Temperature at Step 4 (°C),Pressure at Step 4 (bar),Processing Time at Step 4 (seconds),Temperature at Step 5 (°C),Pressure at Step 5 (bar),Processing Time at Step 5 (seconds),Temperature at Step 6 (°C),Pressure at Step 6 (bar),Processing Time at Step 6 (seconds),Temperature at Step 7 (°C),Pressure at Step 7 (bar),Processing Time at Step 7 (seconds),Temperature at Step 8 (°C),Pressure at Step 8 (bar),Processing Time at Step 8 (seconds),Temperature at Step 9 (°C),Pressure at Step 9 (bar),Processing Time at Step 9 (seconds),Temperature at Step 10 (°C),Pressure at Step 10 (bar),Processing Time at Step 10 (seconds)
Type C,Machine 2,1,62.952790585189206,7.913040943752389,82.43464488903008,21.654408145494628,9.967374271531632,105.54045285535744,48.38258641843908,4.524008821528164,107.42647802988829,32.43029732964652,8.174297099537082,255.88680626725966,69.15342159097588,1.9139398340792901,189.8314657932014,73.59963959237363,2.201940404751452,103.39273303975811,35.67521192248498,6.356715850170331,292.1054532477858,41.680971991723574,4.580561851325423,248.32913979808706,80.94702709243705,1.035568515917625,161.5085702772368,72.07095997901797,8.451203083034592,262.9579385368226
Type B,Machine 1,0,82.90761235270497,4.102159660338426,221.57573339308937,33.21188282273751,9.326649186296756,232.84046377740276,94.9984603077879,1.0041771218565128,241.24476517828975,65.49243029384446,7.286085906282648,135.04047402680652,69.56968582687051,4.606661450336686,97.89142915822048,29.8902254695357,2.2763705506091405,222.6496102384166,72.38572533388191,7.963329237767382,204.83263296569183,71.78805086136235,9.159410105975136,63.53267020641849,66.67676055593904,6.918394270530215,113.05851471226076,27.032515803792798,7.150816373030972,69.52907081969893
Type B,Machine 1,1,30.508130760717613,4.593924364197094,51.62836462750879,49.36979757792958,5.395914674496947,181.5005181464787,70.45308776500609,6.41586542062524,94.30896705888762,26.185988672649565,4.052001355352605,280.5926709356555,77.90292647666591,9.924184875375389,115.4571866119652,21.865266006085626,4.270020801139813,113.95000967979183,27.82108073601318,2.296883103467521,108.70341429981002,42.12462117724102,2.791958124402115,115.42023291299351,71.02173545891549,4.38496840211222,267.3128972118825,42.72693249518394,6.609290001968623,108.70596586719074
Type B,Machine 2,0,70.98454982962085,4.239947595629037,172.71995389645508,51.54142157569861,7.295384682614561,89.66219608615205,26.559505319590606,6.25031042099883,217.22892597463854,54.02562843405805,6.494706823508169,94.64328792674891,27.40572966408429,4.6297288056943575,80.59601210427304,55.33943323265797,5.777025685505613,67.39971955900124,21.217172101153842,3.7062675026715115,114.9453778546652,73.55778128461425,7.7140043483333836,76.51837825308532,95.52959064868035,9.319456609030418,218.08232257725214,73.64545004196333,3.2825764374885886,96.91969741592361
Type C,Machine 2,0,55.430463620313446,4.405428793150481,105.12891012437044,99.63551084821228,7.755054458410199,284.49708261973024,71.62034880056376,1.8031741453213461,167.6776465796993,78.07174754138184,2.857765804758823,196.26349149604388,34.50114496273172,2.098260364511149,76.610797856232,27.287866704174295,2.6657739145665174,64.08889256638285,48.47909621837006,7.571552539042595,50.000049920204496,82.80446352366195,3.008692076443239,156.0380359618856,89.45140431210397,9.357847847110994,120.71303201636059,39.887185743583245,7.847342574441227,293.0536933540233
Type A,Machine 3,1,51.871999158259825,5.159968370848237,258.47372025666994,23.223200532998103,3.587380395945736,135.84545554749312,57.07039799996204,1.0504954422623038,268.11664898062816,96.79801585719377,8.309297833441743,172.1424469260232,85.99215654249208,8.354081202911356,189.0020877058018,85.5099570171459,3.7323101780541945,99.17358241861356,85.67597418601699,7.387275642243745,271.76910024758035,90.94216551092678,4.529696954467972,203.19805344857733,72.96640085920619,5.273432464502786,131.50162985609717,43.5889300245227,3.423905236792249,179.49766404003407
Type B,Machine 2,0,59.576172665975534,3.8791398165413247,278.2852803351378,58.78804464588428,3.466604863337137,283.64918361922054,44.61336556259779,1.9794122483049716,298.81891685227777,24.233134624784107,8.641946941777217,239.85244585006456,38.94262142715729,3.390720960972039,268.0061429525996,71.51181475992956,1.494354831754063,184.19292183451452,62.67893779592002,8.405108388991115,67.09065298165973,41.998543989280165,6.320469146532282,52.920056379219524,64.53833863225715,9.498761547747122,161.0940997168491,90.92988413539443,5.568391707063954,201.13368383822134
Type C,Machine 2,0,62.91274952610445,9.305298973921852,145.0019155476287,71.55524329355976,9.890477413341216,275.5102532252272,33.32962731787019,6.59258065165616,261.6597822819408,29.97336658139445,1.81420163027795,296.0238445945871,47.43487572482209,5.540524850082211,223.5551516430261,59.662563697551725,3.8177968112524345,183.12699027815185,88.08314028450499,8.283945433752315,109.94013245282744,97.1467847266272,9.51705310437564,54.92079993806177,66.47947606104741,3.412128468017656,91.80477733851126,29.030369537547564,1.1979187528073945,187.5421444332055
Type A,Machine 1,0,40.0816182642976,1.6163272596842067,188.94329794829963,47.98262096279875,4.219276360935225,224.07022040142616,30.660872899805458,9.888910780594985,76.65846144712977,55.65505749447418,4.421314333610552,110.66630993520877,76.53319481792123,4.550917551966021,91.1015584149851,60.98331515363633,1.6744505058603696,95.01083093256011,63.7814393535649,5.973077042669406,60.679748830686705,95.42592663188424,8.41407566723306,51.05011175313102,80.49686699441317,9.638263420692017,120.1020916683081,36.546773422483945,5.991743490415316,172.2367952985624
Type C,Machine 3,1,51.076331249646536,1.4917245496591143,274.41581102372203,77.21138204858607,3.546699525218503,247.88372674016506,99.11418673777696,9.319619018943781,220.05795699475482,93.02309039746584,1.6175482108554213,66.87240580817908,25.56969761051409,5.953510378589414,219.3433592901925,69.38055689280314,6.85446170945936,70.57781248129392,84.06837018991928,3.5526317123358813,84.22411063042038,25.502051930994067,4.133826974464631,218.38671868110742,38.98594339631777,4.077374160737937,279.3480551481688,31.355540864634026,9.022529318743805,128.09431913496417
Type B,Machine 1,1,66.51214351672013,2.5660037037098733,237.65343670493866,57.58638698377605,3.496057781983127,186.18435678588463,24.57198152576213,4.8160487146611635,212.24384342577437,36.01526214618343,4.402241056201165,133.3821546050765,46.848619989013756,2.564838150927173,112.70696107834996,93.2433686328263,9.396283455428904,281.96189536343763,60.40252332468743,3.5321595996005994,230.7281566604261,80.08995611751025,9.480362665207887,234.99048772451746,96.60506714739826,5.296226608168307,219.0462641316236,24.28746481472153,1.8691657680657947,285.1785942263869
Type A,Machine 3,1,97.81726244032191,4.658570937734361,281.58445788113096,21.18389161177347,8.652400581346376,188.20521123655763,97.92129562830154,6.5479374903257375,179.0005132413654,56.28622356466866,6.974451935196603,117.41683401247744,80.58325001723962,2.4374875312499653,260.64969954792537,29.263014441124415,6.2363729163908985,242.64708765092732,82.72821838799506,7.326640501703627,115.73762484797,64.19826628324522,1.4225084025876258,117.89973244877939,40.51752847914594,7.989958353088524,55.0949105117534,52.528178849014,9.433450077239854,149.9720918011595
Type A,Machine 1,0,44.436839727796944,7.879866767564981,202.58774697831515,50.08031018530226,6.3185385483906025,261.3732336654292,86.58944413275131,8.123106214800815,99.27980344804345,99.10099020787551,5.3725230591017255,224.3408991529174,75.90296125719378,7.144248217375497,145.60268167738755,74.69076705883562,4.804640664693604,147.6880285530599,51.36250459447649,5.499343672846967,288.58060523113363,92.36432662995222,4.8775176377376415,221.48017616702148,83.7783878491058,4.046272983395431,219.51580549582977,30.40165862675215,4.523391087647387,126.87629815520141
Type A,Machine 1,0,70.09916171932261,7.753418192289937,127.65234987562091,22.04935224517799,9.970387565391949,247.34494127709752,68.17394472896063,3.6033392008424805,231.35514263544613,84.7945324783242,9.523711258895046,52.867486253749775,92.08178934182985,7.874708924474804,191.69886146218712,70.09608987679471,3.168046614182605,53.30666947104544,46.741394993394714,4.757714164971876,262.31706681308304,22.596200884340654,6.948873988267523,250.80168972250516,34.5254476234572,4.739464929589078,165.4619799712138,45.12544736057495,7.421766458357762,249.8616405992343
Type C,Machine 2,0,59.0756994829254,5.064804034132482,266.0311460068399,66.73657665264017,7.514814730223458,202.79291484870896,46.80413140625494,1.4007267235059673,135.07677476230498,69.73974085447242,1.283858649372729,129.62640158676285,88.54131422085234,6.590660566535478,278.32755877142597,27.455477356483257,4.602636262947928,249.40091119456935,22.085461134819138,8.02674746801586,274.2567204815749,95.18971155404469,5.6013457832809035,215.16483842257406,94.42003012224107,9.508388152812381,119.16065310177177,60.35692940663398,3.849278365116169,73.9144794493028
Type C,Machine 1,0,91.47854642642857,1.5737511522324572,167.2425489959457,96.53450669073086,2.1423545233003543,280.6846984028548,36.75055332798227,3.4354131747240713,58.757456718434895,51.05076722725283,6.0810340972237205,242.71430789920507,52.37137012964812,2.5612156345324335,295.01982994215734,42.4157082745495,6.313179879108649,190.03874272955107,69.49092711471391,6.882612242616921,256.89050412196843,89.87717215509929,3.4037095886768163,117.72834959798108,56.44632071549722,9.669657693587554,134.6711241179603,43.24770577152006,7.807421125352258,277.1257362728601
Type B,Machine 2,0,53.7382799933837,7.892852517266383,190.16201215070518,79.34062559031918,6.719324485929969,193.6558649351865,22.85783003462912,3.2817609553360745,121.21972726119394,99.69654213090504,7.468788363588825,259.53729737519234,77.22261670275023,4.238802466513505,250.57501951224944,79.4475486835283,5.1200752736260595,162.07955934808922,92.6029197495763,3.133905750144713,139.3752829784347,27.474178944191898,6.009571096345486,288.44446380903923,50.020603183009015,6.558476380810942,106.8590084763004,82.60142650541977,9.512745566188421,163.51355738442007
Type B,Machine 3,1,87.46410741443799,4.583860433000169,169.58880806615906,66.82979403889826,1.07327667165618,54.421075360482114,81.92035426217203,3.647504096091659,122.00044569338179,91.01762308724534,8.32446693799628,194.84968810771784,81.35702923366144,9.420544718794767,71.45413097160734,37.887550925703486,8.227460106610184,56.45395031915483,38.09589156727093,1.5517536849137525,236.8779315694467,52.033651732513356,4.104482700418508,256.31710180728464,28.28686469561921,6.569539953728887,74.41325694969304,86.56443229232805,4.324216973088607,247.6048079432733
Type B,Machine 3,0,49.84824006134949,6.890417081576195,93.02655999039317,35.62703179303761,9.937605163289138,88.0373561529758,24.350579335855276,4.712118687913689,172.35670552005774,36.535396802336,3.12135170917664,263.24395242120875,87.9809714862852,7.4545525749010055,212.2647401226837,52.12027386237817,7.046966848678352,282.03507981366374,76.45706679549264,7.3963707979761075,220.94093982926034,88.0980233251343,2.7772877098687463,243.20815544485046,97.37531616490907,5.855128523796111,257.77236016819813,67.64026224090274,8.046719481902645,244.95343453020354
Type B,Machine 2,0,158.57800959116253,22.862557235928143,5.512944536590347,92.91479078586774,5.988528306915341,67.72198889226061,32.226496528253755,9.972376811706798,182.63920371842937,77.48007392818656,9.981884782259018,161.19797107929557,37.51017698670685,3.2540252257169304,129.631289420371,73.3449821165231,1.2697112492552707,279.8303349493377,34.1279953075593,2.9049175170994035,141.6856698284452,72.35436745076568,5.153279341645977,98.06062655225723,21.928519308751333,7.681723191663474,108.35415531924548,25.903267643796646,8.324846249980224,276.42506249492897
Type B,Machine 2,0,57.61019910674889,6.159443590793915,113.03190416389043,98.74865278155522,2.862164171685506,127.94111648340629,222.3013166254163,17.283963393048797,15.55100604254189,35.998088426712954,9.951575762875132,181.54878037605334,97.97944539980865,2.7315723401063288,148.07352394736841,87.5072639732225,6.473496952066125,218.92069120423344,95.59827539093966,1.9370186262307212,268.62049731791046,95.16730278807961,9.366125724397493,174.53954420710136,77.42102595696494,1.8886236245670798,150.82944412613557,38.96431026908481,7.03093131959677,246.5514598861096
Type C,Machine 1,0,50.61889524975424,2.0796939887911603,95.46634141605429,58.642872779504685,7.767517924145581,159.0158896607041,83.86331138551016,2.2716943667924676,68.92588842259357,80.41665569686049,4.964692089982305,262.9841390175329,91.04600166899976,4.407831166990491,243.76859883264103,87.93634106795538,1.417861165476486,161.5667702322769,33.12944202846402,8.880298648654882,80.62548286407812,77.02952365774348,6.960425725558492,259.8491263295492,76.02954058135396,5.549117602383526,264.27394390049574,81.43385893486513,8.31266956714163,126.6316769240927
Type C,Machine 2,0,86.66853881627932,3.4018689483525826,168.34160534260536,69.89913089145728,5.2213142957819105,258.69226414347276,35.13752485268117,4.570884747902888,163.59548627669568,55.92623175614027,1.8245190270912652,228.7762172002159,34.256388727401365,5.537537144446646,273.80150020137455,61.542306079104534,2.104516465543447,198.28565717835767,72.66157780429018,1.2630206700672693,247.57427731080057,60.862477683576195,7.780249431571702,189.92712273501573,64.51201299502439,3.16970907003362,78.30593751024455,52.16601971863069,4.064563680390932,288.0967558057565
Type A,Machine 3,1,49.88632049992751,3.94746082152863,292.1857951148652,96.99479575408267,5.364226430389731,235.09082815239785,28.042560400213354,4.849071049073119,124.27773633667422,78.18981640553663,4.906262129051737,257.99378054439535,69.4023997141249,7.6902051606245285,213.12078791582582,67.86163144643076,5.6090861734159985,275.16036719698457,65.38151125698643,6.933858722365441,100.31238581066211,81.01567436712034,6.765509813384281,234.12151434912363,99.21227512790121,8.865245502483608,68.30182472914468,90.55052791336033,7.132726233178348,252.6637677621795
Type A,Machine 2,1,24.782575213626252,5.153311502385844,101.51786117411275,53.33679631747006,1.7820982223630142,218.13686384884633,78.61661618092936,6.226128245731847,92.63176568000341,92.73854989621752,6.5448591112355095,137.43199992382415,42.1695506739158,8.17715688562201,221.8995552673997,96.34751358569324,5.104859381084972,119.59874886255285,78.51659148135883,7.078424872359306,97.32544703971139,51.08871244512609,5.601182076315038,274.56729746951396,69.83460763809816,8.98744811208869,100.02315799910096,57.367489585526044,9.699232135282637,183.6994282462858
Type C,Machine 3,1,89.69443786493275,1.8024550793880283,92.98308106315216,31.438063754096888,3.0777723870513674,217.0548301583349,45.51436926377867,4.29166838384647,85.204403016046,59.17447657066045,1.3960832318731349,142.7459996499794,77.88237941321516,6.875798950240032,84.37587440981285,37.78711472541487,1.609803452706185,113.9752442533578,22.537916721249438,2.8487621681166084,94.209918661747,82.94046091273032,8.472375024543183,169.60903437770082,37.509959420741936,5.224302318673718,149.94110034706475,86.75391374447508,5.008235506670899,94.69717047725347
Type B,Machine 1,0,43.73725010288315,2.2238105029236976,86.05262085526357,89.65718166052676,4.873774083521309,273.37510677304556,47.10002086067051,1.8228711461731555,93.37710890748906,75.72654052583775,7.026470533231669,177.2454075073427,45.20979880643474,4.156213521575937,188.18264175702157,85.68836293658316,2.2780846121176386,180.66769729317346,43.36749545678189,4.132664017419549,201.7616301971236,85.77698822225884,5.940743453947433,72.55091471587814,72.32119060473856,1.8718961760700488,174.69515562421563,53.67434319427342,9.048365199531663,164.60908280512515
Type A,Machine 1,0,60.84181355887431,9.678613475439734,127.98397695776879,57.82197477524505,7.549039600775116,224.40092530987013,51.36379281000267,8.905843825279899,168.31887172398362,38.15274978199143,7.803420841228815,100.65899101395813,39.76993980365236,9.545489937194855,71.60437412589752,33.94491717362369,5.1805369496613345,100.18556790972056,44.41313007969693,7.30810342495252,139.40349508328342,73.66514896578049,2.6849717852343558,86.1169015098495,67.9520153901891,6.109031324424878,119.26225875199343,88.4130623916173,4.524735209342737,155.29104698136587
Type B,Machine 2,1,55.25098667523998,7.408231186276409,101.54014803370103,85.46804536206434,3.0772827988361264,249.07025486435086,39.10532901579892,8.208941979059823,85.06605954329976,38.062375789083454,4.643712977469791,162.02754789357755,52.063466545481305,6.219469986821159,127.55359901138567,83.44032021276658,6.087607013207645,214.8033706076614,54.56595219216021,8.320838483928554,73.55663926085123,95.21880005309268,8.945319177995799,50.65806650041658,54.22328302895244,8.73492614308792,71.89487130964862,32.827404899635795,2.7189572961113733,171.11830363742894
Type B,Machine 2,0,30.253577456681235,7.171073314617604,163.74586359728633,49.869746608452985,8.928279165019788,85.17787615607016,71.34117745597919,3.9544162263945952,201.96472791164152,84.80554990889352,5.6759525211132775,89.39265073364564,28.530157720062874,3.4839128258489565,262.3249795612029,87.31349784566585,5.774060412846424,204.35319254723808,34.58382157061072,8.585189639112949,163.30562556524276,26.465705971156936,4.43231090663505,68.62641343233723,31.497437197510827,2.1048590200206334,113.82770218506597,34.26992626311176,9.729894765250197,179.36134597034456
Type C,Machine 3,0,88.59177760462521,1.0221696559680615,157.0011605447919,93.12710452686485,4.241498890820813,100.7329463865164,30.25795068573362,4.504401661299921,239.56799698493757,97.48949027976604,2.3560815341297743,144.9187957928891,36.3156274528656,2.6812260569035606,259.00256144636086,37.47665234409047,3.4612462454835593,218.23080829164323,42.36964887655584,9.402865648873938,101.39123583759866,45.490987957344416,2.1677755338598517,154.03963525883546,25.84447088771868,8.346511867268564,292.54330041562577,47.20834187565384,3.209619165844237,247.1909994951035
Type A,Machine 1,1,33.7114602344009,6.397375687097394,192.94079023410546,48.09785970612733,7.074700786632195,145.85452198757514,46.42931102002649,5.295746965027991,103.87404976894724,30.609167740494367,7.652364145431997,136.92610562863229,45.99583077467961,7.066127381803387,156.06185800379518,55.6298488028289,5.035588910375649,145.6884317472773,23.48242519369169,6.020315538850726,197.97575808417832,70.41608462609035,3.7135907699522246,204.85782334321445,99.40591848879959,8.304721426881267,295.9716072583583,52.844948755863925,5.8927875531346725,257.5071732490925
Type A,Machine 1,0,77.16133801272548,8.372309665482236,67.35994576860878,62.372996755899365,1.0447426962203923,276.0516399050362,22.268413632812987,3.7577724308228424,197.98996097858043,28.26434386309443,9.492005695251336,299.6731630467092,81.2651083686072,2.097522256078758,147.5647117556499,28.518144044197573,9.148069676229127,187.59271359829052,59.2467305822985,8.1031203399884,242.4937874915974,33.95493759072824,6.2245692186051444,276.5483649918224,38.53010403151984,8.958521123961507,112.49855232346812,64.2200790579556,2.6016007081551784,176.99205688272718
Type B,Machine 2,1,22.88288868220655,6.103140746345074,97.20340078575555,23.81375237743006,3.632767406406066,105.88299312299421,33.20111660554915,7.423109052151375,229.39692640856597,252.04113251928624,20.335929854819092,6.494495741359952,32.66338127675151,8.04546716680082,220.1186747556332,94.01316719492361,9.792753671168505,98.96818593289257,80.92807915254026,2.259098536815923,170.430225962188,58.580654075345215,3.877039896320857,99.91732754240778,97.56064839610035,1.311103311051316,271.12214339730343,69.55899446379323,2.8002056426584185,216.3101858392114
Type A,Machine 1,1,51.26375256032654,8.392740801982903,288.4328588933181,38.41076521452695,7.935808464306659,129.63194819311383,88.42847388168722,9.315827039996357,129.3801696347465,45.70863194225555,4.246108480134167,154.31646702644468,47.37265049357207,1.0911760087533406,51.857788836299946,65.28698446059065,6.663929328072707,222.70363748299974,65.54664186829532,7.11148024022171,83.48626651555745,45.59733598328493,1.4656739414938276,275.83817880439665,78.18224196090229,9.229992239605334,198.2137091500315,82.82190913428215,2.5321605239579825,299.448238605209
Type A,Machine 2,0,97.79515898441603,9.702462214208353,228.10054397161778,65.85141840559643,3.9898219365502046,156.42701285594546,86.45403222305717,9.456425576533107,53.44740986089731,97.17329793412439,2.340791397439949,172.8634035198677,40.45280843028006,1.7388768285393363,154.1307610638274,43.34121575121546,3.2331198757322284,252.37258916865878,77.91180106364457,8.494998347323186,251.2926555593949,24.601596361638318,5.802992210862525,96.80594031191687,26.120577967572363,9.121111664404149,192.80962108404057,86.96383476280492,7.8411602280890795,198.43659977955983
Type C,Machine 2,1,57.15301726902816,9.297890954787952,182.3368636194296,53.433461770538706,9.541259741578024,215.87363868749952,82.65141796203949,8.719536384994226,296.2446539921239,83.53999934611778,1.9327352467152346,144.03896950079852,87.58731719443345,3.1250648087931334,266.05251490240323,81.60387856143302,5.485501683139514,280.95071658263436,31.136744068682916,2.1378546120229966,90.47223206840897,58.64828419145255,6.872453566379623,256.1461731614167,22.296232802270126,7.386675056734077,101.45588399492068,64.95782427224943,8.03208765551053,188.0261176952558
Type A,Machine 1,1,86.25898021267277,9.282560731137975,65.41814934001142,41.806948019350386,8.156886576258819,117.08583456275022,39.89054124376889,9.95381600346795,66.9976107764814,45.148488235132945,2.654193502885762,206.0612939679113,29.542295284532578,3.287758436889032,295.59443132739364,34.18698688547612,6.724336533295163,299.3719624592853,50.58156482229306,7.715591429735807,122.52945655082942,26.27843291843016,1.353178826171526,276.5549184847541,35.307326705480115,7.66024596602519,248.10817219825708,44.19269772905693,1.095461995685144,276.8011176334941
Type C,Machine 3,1,50.01660959924904,3.907859337181187,213.24324155631186,56.14927342250546,1.261057262808752,216.33733257186668,50.35417695623869,1.6043814226260347,104.05408656622907,90.67538095669366,3.0433311108366006,90.7219409405552,70.45857183745682,9.608637334919676,146.9137984483893,85.94162877198079,3.047545318835913,117.00983745902678,61.74212249907171,9.933244795691232,259.8419683430032,23.719566322809484,3.169488497075604,63.83393871305358,71.5390895817342,4.612923969474879,195.0803020541805,66.98879915878908,9.98503229476105,150.9783458060159
Type B,Machine 1,0,43.197232612441155,5.401832681334828,299.9160592316391,86.17500526209076,7.47204238799521,238.60650596942835,73.50592052203419,1.9204924321034618,264.9111546072819,60.408733548693114,1.771226162035998,71.66207964874734,90.35378743419923,9.528128589711617,209.36681048412933,98.75180411713526,2.4170970957629723,145.27432232997293,86.41003460467844,3.9433875104158105,262.4846765336979,25.00296307323235,7.928563787010047,240.34770824823028,86.98142011077957,7.821103094073248,195.61451994510608,80.35815341905013,2.6029802584916837,154.22893250385428
Type C,Machine 3,0,59.14494537400031,5.378563528560075,93.41637386165931,84.18466358308262,7.983939963036959,100.07551909124399,57.02578873909869,5.4108278103670235,194.4106987869538,73.06240954701826,7.201926667408839,185.27800818732314,40.15260559582252,6.107555107331115,104.0757157640167,24.32651623213875,5.45916409854385,214.09710512350458,90.10167370930235,2.7866943104620376,94.35644872045529,27.82129500844193,6.620216234444158,140.82069842410803,49.95353428370794,8.685661002222929,69.41177002797828,47.28067246892019,1.0378132226939136,186.095217878103
